CounDist,BoroCD,AssemDist,the_geom,CongDist,StSenDist,SHELTER_ID,LOCATION,AT_BETWEEN,LONGITUDE,LATITUDE,AssetID,BoroCode,BoroName,Street,SegmentID,PhysicalID,NODEID
25,404,35,POINT (-73.88084899999996 40.735753000000045),6,16,QN04545,GRAND AV,GOLDSMITH ST,-73.880849,40.735753,2802,4,Queens,GRAND AVENUE,0195704,27816,108515
20,407,25,POINT (-73.80876499999994 40.738871000000074),6,16,QN04546,HORACE HARDING EXPWY,160 ST,-73.808765,40.738871,2803,4,Queens,HORACE HARDING EXPRESSWAY SR N,0194126,11327,0
22,401,36,POINT (-73.91397899999998 40.765277000000026),12,12,QN04547,STEINWAY ST,28 AV,-73.913979,40.765277,2804,4,Queens,STEINWAY STREET,0068138,21561,0
22,401,30,POINT (-73.91738599999996 40.76110700000004),12,12,QN04548,STEINWAY ST,31 AV,-73.917386,40.761107,2805,4,Queens,STEINWAY STREET,0067990,21555,0
26,402,30,POINT (-73.90909299999998 40.745111000000065),14,12,QN04549,ROOSEVELT AV,56 ST,-73.909093,40.745111,2806,4,Queens,ROOSEVELT AVENUE,0068172,9394,0
19,411,26,POINT (-73.72495599999996 40.764492000000075),3,11,QN04550,HORACE HARDING EXPWY,NASSAU BLVD,-73.724956,40.764492,2807,4,Queens,HORACE HARDING EXPRESSWAY SR N,0122355,84464,0
19,407,26,POINT (-73.82447699999994 40.78189200000003),3,11,QN04553,WHITESTONE EXPWY,20 AV,-73.824477,40.781892,2808,4,Queens,WHITESTONE EXPRESSWAY SR EAST,0092349,10170,0
20,407,40,POINT (-73.82069899999993 40.75577300000003),6,16,QN04554,BOWNE ST,BEECH AV,-73.820699,40.755773,2809,4,Queens,BOWNE STREET,0091400,21876,0
20,407,40,POINT (-73.81860999999998 40.754094000000066),6,16,QN04555,BOWNE ST,45 AV,-73.81861,40.754094,2810,4,Queens,BOWNE STREET,0091491,21875,0
20,407,40,POINT (-73.82392299999998 40.759559000000024),6,16,QN04556,BOWNE ST,41 AV,-73.823923,40.759559,2811,4,Queens,BOWNE STREET,0091413,21881,0
20,407,40,POINT (-73.80796399999997 40.763585000000035),6,16,QN04557,NORTHERN BLVD,157 ST,-73.807964,40.763585,2812,4,Queens,NORTHERN BOULEVARD,0091920,9644,0
26,402,37,POINT (-73.92473999999999 40.73985000000005),14,12,QN04559,48TH AV BETWEEN 40 ST & 41 ST,BETWEEN 40 ST & 41 ST,-73.92474,40.73985,2813,4,Queens,48 AVENUE,0066579,22701,0
26,402,37,POINT (-73.93392699999998 40.74090700000005),12,12,QN04560,48 AV,VAN DAM ST,-73.933927,40.740907,2814,4,Queens,48 AVENUE,0066219,22711,0
26,402,37,POINT (-73.92853299999996 40.74028400000003),14,12,QN04561,48 AV,37 ST,-73.928533,40.740284,2815,4,Queens,48 AVENUE,0066317,22705,0
26,402,37,POINT (-73.94569099999995 40.75047100000006),12,12,QN04563,21 ST,43 AV,-73.945691,40.750471,2816,4,Queens,21 STREET,0127631,11610,23200
26,402,37,POINT (-73.95230399999997 40.74883500000004),12,12,QN04564,VERNON BLVD,44 DR & 45 ST,-73.952304,40.748835,2817,4,Queens,VERNON BOULEVARD,0036716,11852,0
32,414,23,POINT (-73.80689599999994 40.58789800000005),5,15,QN04566,ROCKAWAY BEACH BLVD,BEACH 81 ST,-73.806896,40.587898,2818,4,Queens,ROCKAWAY BEACH BOULEVARD,0053970,14071,0
32,414,23,POINT (-73.84784999999994 40.57612700000004),5,15,QN04567,ROCKAWAY BEACH BLVD,BEACH 129 ST,-73.84785,40.576127,2819,4,Queens,ROCKAWAY BEACH BOULEVARD,0285687,167037,9041458
32,414,23,POINT (-73.86499899999995 40.56884100000008),5,15,QN04568,ROCKAWAY BEACH BLVD,BEACH 149 ST,-73.864999,40.568841,2820,4,Queens,ROCKAWAY BEACH BOULEVARD,0114195,15135,0
31,414,23,POINT (-73.78142399999996 40.595184000000074),5,10,QN04569,BEACH CHANNEL DR,BEACH 51 ST,-73.781424,40.595184,2821,4,Queens,BEACH CHANNEL DRIVE,0057822,14360,0
24,408,27,POINT (-73.81763399999994 40.707358000000056),6,14,QN04570,QUEENS BLVD,86 AV,-73.817634,40.707358,2822,4,Queens,QUEENS BOULEVARD,0151870,12378,0
26,402,37,POINT (-73.92952299999996 40.744166000000064),14,12,QN04572,QUEENS BLVD,35 ST,-73.929523,40.744166,2823,4,Queens,QUEENS BOULEVARD,0103809,12161,0
26,402,37,POINT (-73.92304099999996 40.743419000000074),14,12,QN04573,QUEENS BLVD,41 ST,-73.923041,40.743419,2824,4,Queens,QUEENS BOULEVARD,0104623,12168,0
26,402,37,POINT (-73.91648599999996 40.742657000000065),14,12,QN04574,QUEENS BLVD,48 ST,-73.916486,40.742657,2825,4,Queens,QUEENS BOULEVARD,0172434,12175,90104
28,410,31,POINT (-73.81924499999997 40.67646700000006),5,10,QN04575,LEFFERTS BLVD,ROCKAWAY BLVD,-73.819245,40.676467,2826,4,Queens,LEFFERTS BOULEVARD,0055014,4951,0
22,403,35,POINT (-73.88701399999997 40.76532800000007),14,13,QN04576,82 ST,ASTORIA BLVD,-73.887014,40.765328,2827,4,Queens,82 STREET,0157001,68173,0
21,404,35,POINT (-73.85973399999995 40.737951000000066),14,13,QN04578,99 ST,58 AV,-73.859734,40.737951,2828,4,Queens,99 STREET,0082020,12942,0
30,402,30,POINT (-73.91899699999993 40.730781000000036),12,15,QN04579,48 ST,54 AV,-73.918997,40.730781,2829,4,Queens,48 STREET,0066644,22792,0
26,402,30,POINT (-73.90215699999999 40.740980000000036),14,12,QN04580,QUEENS BLVD,61 ST,-73.902157,40.74098,2830,4,Queens,QUEENS BOULEVARD,0144352,12192,0
24,408,27,POINT (-73.82909199999995 40.72829100000007),6,16,QN04581,JEWEL AV,136 ST,-73.829092,40.728291,2831,4,Queens,JEWEL AVENUE,0089862,25697,0
24,408,25,POINT (-73.80067899999995 40.73792600000007),6,16,QN04582,HORACE HARDING EXPWY,168 ST,-73.800679,40.737926,2832,4,Queens,HORACE HARDING EXPRESSWAY SR S,0090971,17504,0
23,413,24,POINT (-73.71918999999997 40.74713900000006),3,11,QN04583,LITTLE NECK PKWY,74 AV,-73.71919,40.747139,2833,4,Queens,LITTLE NECK PARKWAY,0133490,30257,0
24,408,24,POINT (-73.79157799999996 40.725018000000034),5,14,QN04584,UTOPIA PKWY,UNION TURNPIKE,-73.791578,40.725018,2834,4,Queens,UTOPIA PARKWAY,0151813,31055,87821
24,408,25,POINT (-73.81176599999998 40.71904200000006),6,14,QN04585,UNION TURNPIKE,150 ST,-73.811766,40.719042,2835,4,Queens,UNION TURNPIKE,0145216,10436,0
23,411,24,POINT (-73.74672099999998 40.73562300000003),6,11,QN04586,UNION TURNPIKE,SPRINGFIELD BLVD,-73.746721,40.735623,2836,4,Queens,UNION TURNPIKE,0155640,10496,0
27,412,29,POINT (-73.79200599999996 40.70640300000008),5,14,QN04587,JAMAICA AV,168 ST,-73.792006,40.706403,2837,4,Queens,JAMAICA AVENUE,0060236,6419,0
30,405,37,POINT (-73.90594399999998 40.712416000000076),7,15,QN04589,FOREST AV,HARMAN ST,-73.905944,40.712416,2838,4,Queens,FOREST AVENUE,0048623,26429,0
23,408,25,POINT (-73.78609799999998 40.74068900000003),6,16,QN0459,HORACE HARDING EXPWY,188 ST,-73.786098,40.740689,2839,4,Queens,HORACE HARDING EXPRESSWAY SR S,0194174,17524,0
26,401,37,POINT (-73.94158699999997 40.75503900000007),12,12,QN04590,21 ST,40 AV,-73.941587,40.755039,2840,4,Queens,21 STREET,0067156,11621,0
21,404,39,POINT (-73.88356799999997 40.74760100000003),14,13,QN04591,ROOSEVELT AV,82 ST,-73.883568,40.747601,2841,4,Queens,ROOSEVELT AVENUE,0076338,9359,0
29,406,28,POINT (-73.85826099999997 40.72890700000005),6,16,QN04594,QUEENS BLVD,65 AV,-73.858261,40.728907,2842,4,Queens,2000 CB BOUNDARY,0177015,0,82067
26,401,37,POINT (-73.94238799999994 40.75420600000007),12,12,QN04597,21 ST,41 AV,-73.942388,40.754206,2843,4,Queens,21 STREET,0067156,11621,41322
28,412,32,POINT (-73.77565799999996 40.67364300000003),5,10,QN04598,GUY BREWER BLVD,134 AV,-73.775658,40.673643,2844,4,Queens,GUY R BREWER BOULEVARD,0148444,6024,0
27,412,32,POINT (-73.77442199999996 40.680443000000025),5,10,QN04599,BEDELL ST,BAISLEY BLVD,-73.774422,40.680443,2845,4,Queens,BEDELL STREET,0059503,33151,0
27,412,32,POINT (-73.76806999999997 40.67647900000003),5,10,QN04600,BEDELL ST,133 AV,-73.76807,40.676479,2846,4,Queens,BEDELL STREET,0059737,33153,0
28,412,32,POINT (-73.76591999999994 40.67489000000006),5,10,QN04601,BEDELL ST,134 AV,-73.76592,40.67489,2847,4,Queens,BEDELL STREET,0059737,33153,0
28,412,32,POINT (-73.77325899999994 40.679463000000055),5,10,QN04602,BEDELL ST,127 AV,-73.773259,40.679463,2848,4,Queens,BEDELL STREET,9009322,33150,0
28,412,32,POINT (-73.77089099999995 40.677996000000064),5,10,QN04603,BEDELL ST,130 AV,-73.770891,40.677996,2849,4,Queens,BEDELL STREET,9009402,33152,0
27,412,32,POINT (-73.77086499999996 40.678221000000065),5,10,QN04604,BEDELL ST,130 AV,-73.770865,40.678221,2850,4,Queens,2000 CB BOUNDARY,0104120,0,0
28,412,32,POINT (-73.77814399999994 40.67690600000003),5,10,QN04605,GUY BREWER BLVD,130 AV,-73.778144,40.676906,2851,4,Queens,GUY R BREWER BOULEVARD,0148298,6021,0
32,410,23,POINT (-73.84263399999998 40.67081300000007),8,15,QN04606,CROSS BAY BLVD,149 AV,-73.842634,40.670813,2852,4,Queens,149 AVENUE,0184844,76097,0
28,409,38,POINT (-73.83925699999998 40.68610400000006),5,15,QN04607,101 AV,104 ST,-73.839257,40.686104,2853,4,Queens,101 AVENUE,0052024,4629,0
25,404,35,POINT (-73.87428099999994 40.735088000000076),6,16,QN04609,56 AV,QUEENS BLVD,-73.874281,40.735088,2854,4,Queens,56 AVENUE,0113319,9510,67023
26,402,37,POINT (-73.92700899999994 40.73877500000003),14,12,QN04611,GREENPOINT AV,39 ST,-73.927009,40.738775,2855,4,Queens,GREENPOINT AVENUE,0066398,13089,0
23,411,24,POINT (-73.75014599999997 40.73994400000004),6,16,QN04612,SPRINGFIELD BLVD,76 AV,-73.750146,40.739944,2856,4,Queens,SPRINGFIELD BOULEVARD,0117430,24435,0
27,412,29,POINT (-73.76572599999997 40.69218700000005),5,14,QN04613,LINDEN BLVD,NEWBURG ST,-73.765726,40.692187,2857,4,Queens,LINDEN BOULEVARD,0061354,6153,0
21,404,39,POINT (-73.86081899999994 40.740008000000046),14,13,QN04614,99 ST,55 AV,-73.860819,40.740008,2858,4,Queens,99 STREET,0081876,12940,0
30,482,38,POINT (-73.85425699999996 40.70061300000003),6,15,QN04616,WOODHAVEN BLVD,FOREST PARK DR,-73.854257,40.700613,2859,4,Queens,FOREST PARK BOUNDARY,0183743,0,63275
23,413,24,POINT (-73.71734399999997 40.743750000000034),3,11,QN04617,LITTLE NECK PKWY,UNION TURNPIKE,-73.717344,40.74375,2860,4,Queens,LITTLE NECK PARKWAY,0155969,30296,0
19,407,27,POINT (-73.84167299999996 40.76908100000003),14,11,QN04620,COLLEGE PT BLVD,31 AV,-73.841673,40.769081,2861,4,Queens,COLLEGE POINT BOULEVARD,0151451,29525,0
25,404,35,POINT (-73.87473299999994 40.73515700000007),6,16,QN04621,QUEENS BLVD,56 AV,-73.874733,40.735157,2862,4,Queens,QUEENS BOULEVARD,0191351,12039,105863
27,412,29,POINT (-73.77259199999997 40.68557500000003),5,14,QN04622,MERRICK BLVD,VICTORIA RD,-73.772592,40.685575,2863,4,Queens,MERRICK BOULEVARD,0150338,20466,0
23,413,24,POINT (-73.73501599999997 40.73356200000006),3,14,QN04623,HILLSIDE AV,WINCHESTER BLVD,-73.735016,40.733562,2864,4,Queens,HILLSIDE AVENUE,0181872,5886,0
19,407,26,POINT (-73.78707699999995 40.788973000000055),3,11,QN04624,CROSS ISLAND PKWY,ESTATES LANE,-73.787077,40.788973,2865,4,Queens,CROSS ISLAND PARKWAY SR SOUTH,0099000,25298,60291
23,408,25,POINT (-73.77583799999996 40.74291000000005),6,16,QN04625,HORACE HARDING EXPWY,FRANCIS LEWIS BLVD,-73.775838,40.74291,2866,4,Queens,HORACE HARDING EXPRESSWAY SR S,0259935,147006,83660
23,408,24,POINT (-73.77009699999996 40.73147300000005),6,11,QN04626,FRANCIS LEWIS BLVD,UNION TURNPIKE,-73.770097,40.731473,2867,4,Queens,FRANCIS LEWIS BOULEVARD,0150196,17703,0
19,411,25,POINT (-73.78099999999995 40.753318000000036),6,11,QN04668,47 AV,FRANCIS LEWIS BLVD,-73.781,40.753318,2904,4,Queens,47 AVENUE,0180834,6892,0
30,482,38,POINT (-73.85485799999998 40.70058800000004),6,15,QN04627,WOODHAVEN BLVD,FOREST PKWY,-73.854858,40.700588,2868,4,Queens,WOODHAVEN BOULEVARD,0157419,74460,81014
23,412,29,POINT (-73.76206299999996 40.71983000000006),5,14,QN04628,HILLSIDE AV,202 ST,-73.762063,40.71983,2869,4,Queens,HILLSIDE AVENUE,0099905,5820,60959
24,408,29,POINT (-73.78756199999998 40.71191300000004),5,14,QN04629,HILLSIDE AV,175 ST,-73.787562,40.711913,2870,4,Queens,HILLSIDE AVENUE,0060598,5946,0
27,412,33,POINT (-73.75809999999996 40.699194000000034),5,14,QN04631,MURDOCK AV,196 ST,-73.7581,40.699194,2871,4,Queens,MURDOCK AVENUE,0064435,20827,39727
22,403,34,POINT (-73.89109599999995 40.76037700000006),14,13,QN04632,77 ST,30 AV,-73.891096,40.760377,2872,4,Queens,77 STREET,0076119,32745,0
28,412,32,POINT (-73.78309799999994 40.68462900000003),5,14,QN04633,GUY BREWER BLVD,FOCH BLVD,-73.783098,40.684629,2873,4,Queens,GUY R BREWER BOULEVARD,9000229,154950,0
19,407,26,POINT (-73.78083199999998 40.78023900000005),3,11,QN04634,211 ST,23 AV,-73.780832,40.780239,2874,4,Queens,211 STREET,0099062,80255,0
24,408,24,POINT (-73.79153199999996 40.72559000000007),5,11,QN04637,UTOPIA PKWY,UNION TURNPIKE,-73.791532,40.72559,2875,4,Queens,UTOPIA PARKWAY,0156175,31008,83105
27,412,29,POINT (-73.79504699999995 40.70367700000003),5,14,QN04639,ARCHER AV,GUY BREWER BLVD,-73.795047,40.703677,2876,4,Queens,ARCHER AVENUE,0060089,22155,0
23,408,25,POINT (-73.78657799999996 40.740312000000074),6,16,QN0464,188 ST,HORACE HARDING EXPWY,-73.786578,40.740312,2877,4,Queens,188 STREET,0133254,5691,0
20,407,40,POINT (-73.82646199999994 40.76998500000008),6,16,QN04640,UNION ST,BAYSIDE AV,-73.826462,40.769985,2878,4,Queens,UNION STREET,0091343,16815,55602
19,407,26,POINT (-73.79438699999997 40.78149300000007),3,11,QN04641,UTOPIA PKWY,169 St,-73.794387,40.781493,2879,4,Queens,UTOPIA PARKWAY,0152510,31086,0
28,412,32,POINT (-73.78806499999996 40.67350400000004),5,10,QN04642,SUTPHIN BLVD,ROCKAWAY BLVD,-73.788065,40.673504,2880,4,Queens,SUTPHIN BOULEVARD,0119060,25798,0
19,407,26,POINT (-73.78275499999995 40.788920000000076),3,11,QN04643,CROSS ISLAND PKWY,212 ST,-73.782755,40.78892,2881,4,Queens,CROSS ISLAND PARKWAY SR SOUTH,0119558,25302,0
29,406,27,POINT (-73.85083599999996 40.73580300000003),6,16,QN04644,62 DR,108 ST,-73.850836,40.735803,2882,4,Queens,62 DRIVE,9000135,34670,9006821
24,408,24,POINT (-73.79047099999997 40.721111000000064),5,14,QN04645,UTOPIA PKWY,KILDARE RD,-73.790471,40.721111,2883,4,Queens,UTOPIA PARKWAY,0156958,31059,0
28,412,32,POINT (-73.77462799999995 40.67227900000006),5,10,QN04646,GUY BREWER BLVD,137 AV,-73.774628,40.672279,2884,4,Queens,GUY R BREWER BOULEVARD,0148446,6025,0
22,401,36,POINT (-73.91041199999995 40.77583000000004),14,13,QN04647,DITMARS BLVD,31 ST,-73.910412,40.77583,2885,4,Queens,DITMARS BOULEVARD,0068966,23054,42400
24,408,24,POINT (-73.79010699999998 40.71187900000007),6,11,QN04648,HILLSIDE AV,172 ST,-73.790107,40.711879,2886,4,Queens,HILLSIDE AVENUE,0060429,5952,37234
22,401,36,POINT (-73.91953599999994 40.76594300000005),12,12,QN04649,30 AV,33 ST,-73.919536,40.765943,2887,4,Queens,30 AVENUE,0067910,24646,0
29,405,30,POINT (-73.87297399999994 40.727990000000034),6,16,QN04651,ELIOT AV,85 ST,-73.872974,40.72799,2888,4,Queens,ELIOT AVENUE,0075224,9882,0
27,412,32,POINT (-73.78591899999998 40.689392000000055),5,14,QN04652,GUY BREWER BLVD,SAYRES AV,-73.785919,40.689392,2889,4,Queens,GUY R BREWER BOULEVARD,0060461,6069,37254
19,407,26,POINT (-73.79622699999999 40.77318800000006),6,11,QN04654,FRANCIS LEWIS BLVD,168 ST,-73.796227,40.773188,2890,4,Queens,FRANCIS LEWIS BOULEVARD,0155556,17911,0
20,411,25,POINT (-73.79368399999998 40.73931300000004),6,16,QN04655,HORACE HARDING EXPWY,175 PL,-73.793684,40.739313,2891,4,Queens,HORACE HARDING EXPRESSWAY SR N,0180186,11310,0
27,412,29,POINT (-73.77869599999997 40.69187000000005),5,14,QN04656,LINDEN BLVD,172 ST,-73.778696,40.69187,2892,4,Queens,LINDEN BOULEVARD,0171173,6134,0
28,412,32,POINT (-73.76813899999996 40.67627500000003),5,10,QN04657,BEDELL ST,133 AV,-73.768139,40.676275,2893,4,Queens,BEDELL STREET,0059737,33153,0
26,402,30,POINT (-73.90714499999996 40.741570000000024),14,12,QN04659,QUEENS BLVD,58 ST,-73.907145,40.74157,2894,4,Queens,QUEENS BOULEVARD,0145156,12186,0
24,408,27,POINT (-73.82071999999994 40.72497700000008),6,15,QN0466,MAIN ST,73 AV,-73.82072,40.724977,2895,4,Queens,MAIN STREET,0192613,5012,90633
31,414,31,POINT (-73.79578399999997 40.592783000000054),5,10,QN04660,BEACH CHANNEL DR,BEACH 67 ST,-73.795784,40.592783,2896,4,Queens,BEACH CHANNEL DRIVE,0057622,14372,0
25,403,34,POINT (-73.87883099999993 40.756499000000076),14,13,QN04661,89 ST,NORTHERN BLVD,-73.878831,40.756499,2897,4,Queens,89 STREET,0076503,31900,0
27,412,29,POINT (-73.78769699999998 40.707550000000026),5,14,QN04662,JAMAICA AV,172 ST,-73.787697,40.70755,2898,4,Queens,JAMAICA AVENUE,0149477,6315,37331
32,409,38,POINT (-73.85178799999994 40.68270600000005),7,15,QN04663,101 AV,88 ST,-73.851788,40.682706,2899,4,Queens,101 AVENUE,0051483,4647,0
26,401,30,POINT (-73.90807499999994 40.75673000000006),14,13,QN04664,51 ST,31 AV,-73.908075,40.75673,2900,4,Queens,51 STREET,9001110,92970,9004922
31,414,31,POINT (-73.77537499999994 40.59561800000006),5,10,QN04665,BEACH CHANNEL DR,BEACH 44 ST,-73.775375,40.595618,2901,4,Queens,BEACH CHANNEL DRIVE,0057886,14353,0
20,407,40,POINT (-73.81430299999994 40.76257000000004),6,16,QN04666,41 AV,150 ST,-73.814303,40.76257,2902,4,Queens,41 AVENUE,0091690,97342,0
28,412,32,POINT (-73.77938299999994 40.67804800000005),5,10,QN04667,GUY BREWER BLVD,BAISLEY BLVD,-73.779383,40.678048,2903,4,Queens,GUY R BREWER BOULEVARD,0148292,6018,90497
22,401,36,POINT (-73.92628599999995 40.771989000000076),12,12,QN04669,21 ST,ASTORIA BLVD (27 AV),-73.926286,40.771989,2905,4,Queens,21 STREET,0068622,11640,0
29,406,28,POINT (-73.85315899999995 40.72195700000003),6,16,QN04670,BURNS ST,YELLOWSTONE BLVD,-73.853159,40.721957,2906,4,Queens,BURNS STREET,0131041,13534,74065
30,405,38,POINT (-73.87499599999995 40.70234700000003),6,15,QN04671,MYRTLE AV,73 PL,-73.874996,40.702347,2907,4,Queens,MYRTLE AVENUE,0049490,9141,0
32,410,23,POINT (-73.84483799999998 40.679958000000056),8,15,QN04672,CROSS BAY BLVD,LIBERTY AV,-73.844838,40.679958,2908,4,Queens,CROSS BAY BOULEVARD,0151190,74513,0
28,412,32,POINT (-73.80226299999998 40.694754000000046),5,10,QN04673,SUTPHIN BLVD,SOUTH RD,-73.802263,40.694754,2909,4,Queens,SUTPHIN BOULEVARD,0057207,25748,0
24,408,24,POINT (-73.80357799999996 40.71710900000005),6,11,QN04674,164 ST,82 RD,-73.803578,40.717109,2910,4,Queens,164 STREET,0149924,25533,0
24,408,24,POINT (-73.80348499999997 40.718106000000034),6,11,QN04675,164 ST,82 RD,-73.803485,40.718106,2911,4,Queens,164 STREET,0155574,25474,0
23,408,24,POINT (-73.75972399999995 40.721205000000054),5,14,QN04676,FRANCIS LEWIS BLVD,HILLSIDE AV,-73.759724,40.721205,2912,4,Queens,FRANCIS LEWIS BOULEVARD,0151195,17716,0
31,413,31,POINT (-73.77444099999997 40.660487000000046),5,10,QN04677,ROCKAWAY BLVD,147 AV,-73.774441,40.660487,2913,4,Queens,ROCKAWAY BOULEVARD,0059422,8417,0
23,413,24,POINT (-73.72673899999995 40.740931000000046),3,11,QN04678,UNION TURNPIKE,CROSS ISLAND PKWY,-73.726739,40.740931,2914,4,Queens,CROSS ISLAND PARKWAY,0146044,22063,92550
23,408,25,POINT (-73.77533099999994 40.74290200000007),6,16,QN04679,FRANCIS LEWIS BLVD,HORACE HARDING EXPWY,-73.775331,40.742902,2915,4,Queens,FRANCIS LEWIS BOULEVARD,0144323,17657,0
27,412,29,POINT (-73.75588699999997 40.67992400000003),5,14,QN04681,MERRICK BLVD,PINEVILLE LANE,-73.755887,40.679924,2916,4,Queens,MERRICK BOULEVARD,0196530,20527,0
22,401,36,POINT (-73.91743599999995 40.771078000000045),14,12,QN04682,HOYT AV NORTH,31 ST,-73.917436,40.771078,2917,4,Queens,HOYT AVENUE NORTH,0111705,21588,0
19,407,26,POINT (-73.79359299999999 40.77900800000003),3,11,QN04684,UTOPIA PKWY,21 AV,-73.793593,40.779008,2918,4,Queens,UTOPIA PARKWAY,0156965,31101,0
24,408,27,POINT (-73.81486399999994 40.73071100000004),6,16,QN04685,KISSENA BLVD,71 AV,-73.814864,40.730711,2919,4,Queens,KISSENA BOULEVARD,9005928,5534,0
22,401,36,POINT (-73.90016999999995 40.76859500000006),14,13,QN04686,DITMARS BLVD,49 ST,-73.90017,40.768595,2920,4,Queens,DITMARS BOULEVARD,0075697,23069,0
28,409,38,POINT (-73.84241199999997 40.68983300000008),5,10,QN04687,ATLANTIC AV,102 ST,-73.842412,40.689833,2921,4,Queens,ATLANTIC AVENUE,0155975,5459,0
28,409,38,POINT (-73.84118399999994 40.69017700000006),5,10,QN04688,ATLANTIC AV,104 ST,-73.841184,40.690177,2922,4,Queens,ATLANTIC AVENUE,0155975,5459,83338
26,401,37,POINT (-73.94253099999997 40.75581100000005),12,12,QN04689,40 AV,12 ST,-73.942531,40.755811,2923,4,Queens,40 AVENUE,0067154,24796,0
29,406,28,POINT (-73.84739899999994 40.72886900000003),6,15,QN04690,108 ST,67 AV,-73.847399,40.728869,2924,4,Queens,108 STREET,0082443,13841,50292
25,403,34,POINT (-73.87482099999994 40.75655500000005),14,13,QN04691,NORTHERN BLVD,93 ST,-73.874821,40.756555,2925,4,Queens,NORTHERN BOULEVARD,0076629,9777,0
34,405,37,POINT (-73.89599799999996 40.700529000000074),7,12,QN04692,DECATUR ST,MYRTLE AV,-73.895998,40.700529,2926,4,Queens,DECATUR STREET,0049001,27673,30160
20,407,40,POINT (-73.82780299999996 40.765179000000046),6,16,QN04693,UNION ST,35 AV,-73.827803,40.765179,2927,4,Queens,UNION STREET,0179248,16807,55533
32,410,23,POINT (-73.85658299999994 40.670093000000065),8,15,QN04694,LINDEN BLVD,79 ST,-73.856583,40.670093,2928,4,Queens,LINDEN BOULEVARD,0145550,76915,0
22,401,36,POINT (-73.92653599999994 40.771289000000024),12,12,QN04695,21 ST,28 AV,-73.926536,40.771289,2929,4,Queens,21 STREET,0068620,11639,0
30,405,28,POINT (-73.89677899999998 40.706398000000036),6,15,QN04696,FRESH POND RD,PUTNAM AV,-73.896779,40.706398,2930,4,Queens,FRESH POND ROAD,9010008,15005,30099
30,405,37,POINT (-73.92109299999998 40.71681200000006),7,12,QN04697,GRAND AV,47 ST,-73.921093,40.716812,2931,4,Queens,GRAND AVENUE,0066429,27785,0
30,405,30,POINT (-73.88577599999996 40.72186300000004),6,15,QN04698,ELIOT AV,74 ST,-73.885776,40.721863,2932,4,Queens,ELIOT AVENUE,0225895,121351,45644
29,406,27,POINT (-73.85096199999998 40.73533800000007),6,16,QN04699,108 ST,62 DR,-73.850962,40.735338,2933,4,Queens,108 STREET,0082335,13851,0
29,406,28,POINT (-73.83998199999996 40.719962000000066),6,16,QN04700,QUEENS BLVD,72 DR,-73.839982,40.719962,2934,4,Queens,QUEENS BOULEVARD,0156704,12420,89866
30,405,37,POINT (-73.91536199999996 40.71841400000005),7,12,QN04701,GRAND AV,54 ST,-73.915362,40.718414,2935,4,Queens,GRAND AVENUE,0129616,161698,0
24,408,24,POINT (-73.79551399999997 40.724394000000075),5,14,QN04702,UNION TURNPIKE,173 ST,-73.795514,40.724394,2936,4,Queens,UNION TURNPIKE,0145283,10454,0
31,413,31,POINT (-73.76828599999999 40.66429400000004),5,10,QN04703,FARMERS BLVD,145 DR,-73.768286,40.664294,2937,4,Queens,FARMERS BOULEVARD,0059687,18063,36794
27,412,32,POINT (-73.80167899999998 40.702127000000075),5,14,QN04704,ARCHER AV,153 ST,-73.801679,40.702127,2938,4,Queens,ARCHER AVENUE LINE,8102840,0,0
27,412,32,POINT (-73.80158699999998 40.70215300000007),5,14,QN04705,ARCHER AV,153 ST,-73.801587,40.702153,2939,4,Queens,ARCHER AVENUE LINE,8102840,0,0
23,413,33,POINT (-73.73115299999995 40.73256300000003),3,11,QN04706,HILLSIDE AV,235 CT,-73.731153,40.732563,2940,4,Queens,CREEDMOOR HOSPITAL BOUNDARY,0100936,0,61563
27,412,32,POINT (-73.78514999999999 40.68808900000005),5,14,QN04708,GUY BREWER BLVD,115 AV,-73.78515,40.688089,2941,4,Queens,GUY R BREWER BOULEVARD,0288380,168627,0
27,412,29,POINT (-73.79477799999995 40.705588000000034),5,14,QN04709,JAMAICA AV,165 ST,-73.794778,40.705588,2942,4,Queens,JAMAICA AVENUE,0060226,6421,37118
24,408,24,POINT (-73.79054799999994 40.72311600000006),5,14,QN04711,UTOPIA PKWY,80 DR,-73.790548,40.723116,2943,4,Queens,UTOPIA PARKWAY,0144514,31057,93966
32,484,23,POINT (-73.83415899999994 40.649533000000076),8,15,QN04712,165 AV,96 ST,-73.834159,40.649533,2944,4,Queens,165 AVENUE,0054308,32127,0
27,413,33,POINT (-73.73094399999997 40.71195400000005),5,14,QN04713,HEMPSTEAD AV,225 ST,-73.730944,40.711954,2945,4,Queens,HEMPSTEAD AVENUE,0065541,7812,0
22,401,37,POINT (-73.93296099999998 40.77447700000005),12,12,QN04714,27 AV,4 ST,-73.932961,40.774477,2946,4,Queens,27 AVENUE,9000175,125232,0
19,407,27,POINT (-73.83874299999997 40.77615600000007),14,11,QN04715,ULMER ST,25 AV,-73.838743,40.776156,2947,4,Queens,ULMER STREET,0116513,84350,0
23,408,24,POINT (-73.76275599999997 40.723775000000046),5,14,QN04716,FRANCIS LEWIS BLVD,86 RD,-73.762756,40.723775,2948,4,Queens,FRANCIS LEWIS BOULEVARD,0151422,17644,0
